subject,condition,trial,targetx,targety,targetang,rotationval,cursorendpointy,cursorendpointx,conditionnumber,pathlength,movementduration,cursorobstaclexy,maxdev_cm,maxdev_angle,maxdev_x,max_y_peakvel,AUC,RMSExy,angmaxvel,block3,block5,block10,rotgroup
jl0516,nocur_1,19,-6,10.41818182,120,1,10.0547336,0.823564632,2,14.31677541,1024,-3.443466914,-3.633350073,85.63868036,5.314066269,-3.266296833,26.07275825,1.988525726,-43.24218974,6,3,1,1
jl0516,nocur_1,20,-6,10.41818182,120,1,12.99360067,2.026218649,2,20.10337716,863.8399832,-5.606920642,-5.662036028,71.49441439,5.008362379,-2.673580007,48.70995541,3.291644668,-15.18918994,6,3,1,1
jl0516,nocur_1,21,3.109090909,11.61818182,75,1,14.13109037,2.377837811,2,14.88725467,1261.016646,-0.992350287,2.377837811,84.5516773,14.13109037,-0.721552254,13.59808874,1.226282962,-6.445572489,6,4,2,1
jl0516,nocur_1,22,0,12,90,-1,16.28511445,0.126707265,2,17.51726099,893.3424388,2.419029315,2.419029315,-58.96021575,4.019616017,2.072961864,22.79051925,1.366560197,17.43422924,7,4,2,1
jl0516,nocur_1,23,6,10.41818182,60,-1,13.55206735,0.217372383,2,17.80035445,1308.174439,4.272321938,4.315756354,-69.01911791,3.497215579,3.759973302,41.21576738,2.502350324,30.58304962,7,4,2,1
jl0516,nocur_1,24,-6,10.41818182,120,-1,12.20014,0.810654487,2,12.33461036,1198.197609,0.317885715,0.895957482,-55.24000928,10.75977442,0.644001157,6.101191151,0.567464842,5.110328806,7,4,2,1
jl0516,nocur_1,25,0,12,90,1,11.82348803,2.16785593,2,13.8611714,1195.693012,-1.994655402,2.260560874,-78.31485804,10.93010865,-1.868145339,16.86479345,1.612947002,-31.95385395,8,4,2,1
jl0516,nocur_1,26,-3.109090909,11.61818182,105,1,12.82952267,1.842306167,2,18.55125625,1450.381651,-4.24031994,-4.560844542,67.98685897,6.049557818,-3.232919636,41.17949117,2.727337367,-18.41013208,8,5,2,1
jl0516,nocur_1,27,3.109090909,11.61818182,75,-1,14.01872319,-0.516024858,2,18.34811795,925.5073543,3.874872676,3.874872676,-62.84197917,4.279686292,3.874872676,38.79977483,2.250054818,42.15802083,8,5,2,1
jl0516,nocur_1,28,-3.109090909,11.61818182,105,-1,13.56675362,1.033904876,2,13.87004222,1469.512689,1.33029339,1.34483055,-60.16683228,5.078074795,1.173120336,14.65347874,1.01517401,8.913825355,9,5,2,1
jl0516,nocur_1,29,6,10.41818182,60,1,12.78035087,0.555880253,2,12.86870164,1197.692618,-0.097266016,0.693138117,63.84451001,10.31451841,0.235708984,5.48898814,0.484507786,2.327177767,9,5,2,1
jl0516,train_CW,0,-3.109090909,11.61818182,105,1,12.03574785,-0.166163126,3,18.78423215,1120,-5.956785671,-6.212451176,37.86116445,2.627829132,-2.493040602,50.81984471,3.747213652,-88.83828211,0,0,0,1
jl0516,train_CW,1,-6,10.41818182,120,1,11.87617639,-0.014175159,3,19.17706753,980.540532,-5.145114324,-5.736153574,49.08203314,1.981428251,-5.265810679,45.58047578,3.359665958,-53.32947694,0,0,0,1
jl0516,train_CW,2,0,12,90,1,12.1321229,-0.2603675,3,14.59497925,1177.396351,-3.186993984,-3.579021972,60.73486565,6.36020569,-3.294334577,30.86896279,2.280373905,-36.25436473,0,0,0,1
jl0516,train_CW,3,6,10.41818182,60,1,11.91446279,-0.29316185,3,12.99869803,1497.750397,-1.298421355,-2.107905865,46.88734275,9.053532168,-1.730835415,16.52959311,1.382119692,-15.40944971,1,0,0,1
jl0516,train_CW,4,3.109090909,11.61818182,75,1,11.93883197,-0.082053953,3,12.75415469,1292.929569,-1.529283089,-1.585409059,59.43732252,5.70406625,-1.558199796,12.02545345,0.898717111,-18.57813037,1,0,0,1
jl0516,train_CW,5,6,10.41818182,60,1,11.90930088,-0.103901592,3,12.2022998,900.318786,-0.718850031,-1.085944186,53.59534732,9.567658142,-0.921241625,8.619163428,0.700174121,-8.079303806,1,1,0,1
jl0516,train_CW,6,-3.109090909,11.61818182,105,1,12.06485081,-0.142756266,3,15.45175481,1304,-4.20995893,-4.20995893,59.62804699,4.141851398,-2.506197924,28.79914781,2.17195151,-65.52295016,2,1,0,1
jl0516,train_CW,7,3.109090909,11.61818182,75,1,11.71128421,-0.027430155,3,12.73698085,780,-1.960338374,-2.247595544,56.6863087,6.763977144,-2.158458071,18.11987122,1.365020986,-22.39468386,2,1,0,1
jl0516,train_CW,8,-6,10.41818182,120,1,12.22381676,-0.027976326,3,19.30372437,1320,-6.204549263,-6.283607959,59.20200732,3.493074475,-5.580059056,48.20453498,3.283629898,-44.91365577,2,1,0,1
jl0516,train_CW,9,0,12,90,1,11.93178133,-0.243959112,3,14.04987946,1060,-3.29784117,-3.365294071,57.03241049,5.170233147,-2.858247664,27.3245099,1.863124672,-46.26106606,3,1,0,1
jl0516,train_CW,10,-6,10.41818182,120,1,12.2118143,-0.101446624,3,17.68190437,3368,-4.493299989,-4.516144279,83.1357626,5.981591664,-4.432041237,45.12151207,3.032333103,-53.7057387,3,2,1,1
jl0516,train_CW,11,3.109090909,11.61818182,75,1,12.01565639,-0.184264347,3,12.59624438,1324,-1.481551648,-1.864241546,61.17121407,7.483636984,-1.362402551,14.63127311,1.112497664,-20.51496701,3,2,1,1
jl0516,train_CW,12,6,10.41818182,60,1,12.21934148,-0.114525882,3,12.26163512,1446.757575,-1.008491891,-1.076327894,49.44679562,5.737196092,-1.008491891,9.117221879,0.690179355,-14.12335206,4,2,1,1
jl0516,train_CW,13,0,12,90,1,11.77181995,-0.189453324,3,13.55170596,1289.50184,-2.838441977,-2.838441977,54.63336447,4.00181369,-2.760515717,21.28610169,1.532147465,-42.36699521,4,2,1,1
jl0516,train_CW,14,-3.109090909,11.61818182,105,1,11.61924668,-0.06509019,3,13.3242031,1260,-2.975309108,-2.978778522,70.37793499,4.259991848,-2.924883569,22.7377642,1.752773598,-40.576856,4,2,1,1
jl0516,train_CW,15,-3.109090909,11.61818182,105,1,12.10122879,0.012232541,3,14.85858494,1546.143717,-3.395077497,-3.440172091,61.70843184,3.655333598,-2.590733368,24.2605126,1.850704048,-22.37210078,5,3,1,1
jl0516,train_CW,16,6,10.41818182,60,1,12.05185941,-0.092761894,3,11.98207923,1364,-0.549089477,-0.583815748,56.76518709,10.21910925,-0.532320089,5.105588346,0.430743009,-6.536698506,5,3,1,1
jl0516,train_CW,17,-6,10.41818182,120,1,12.07873704,0.078344518,3,17.37698749,1323,-4.544101057,-4.834828421,61.0220996,2.882668019,-3.886668529,32.40871111,2.438654841,-36.28418078,5,3,1,1
jl0516,train_CW,18,0,12,90,1,11.77672674,-0.051291895,3,12.89637648,864,-2.188750604,-2.274950705,55.41280514,3.272052765,-1.907369734,16.46200724,1.31206649,-18.52899234,6,3,1,1
jl0516,train_CW,19,3.109090909,11.61818182,75,1,11.85599723,0.119422936,3,12.28384177,966.5793198,-0.874914638,-1.034431569,67.46740737,7.710756208,-0.954516918,8.803340029,0.671262719,-9.904472228,6,3,1,1
jl0516,train_CW,20,-3.109090909,11.61818182,105,1,12.24748222,-0.041808958,3,14.88679643,1651.026908,-3.295448712,-3.31337242,68.89306721,4.506127059,-3.21579172,26.84841345,1.809033512,-29.39238786,6,4,2,1
jl0516,train_CW,21,-6,10.41818182,120,1,11.79978907,-0.189425375,3,16.58064657,1084,-4.769259761,-4.769259761,70.87794715,4.102824759,-4.631091458,37.97045577,2.558979038,-41.68414961,7,4,2,1
jl0516,train_CW,22,0,12,90,1,12.24839883,-0.237019556,3,14.354817,901.2548642,-3.148584074,-3.184710729,54.82296703,4.519266443,-2.833571343,23.11609181,1.706084996,-45.39499026,7,4,2,1
jl0516,train_CW,23,3.109090909,11.61818182,75,1,12.33897686,-0.166436658,3,12.47866383,971.4741441,-0.752193239,-1.266103089,66.02726034,7.937691277,-0.709482021,9.542029328,0.75154617,-10.25570416,7,4,2,1
jl0516,train_CW,24,6,10.41818182,60,1,12.34107775,-0.074270391,3,12.53328289,844,-0.428221595,-0.430221556,54.55937826,4.226544716,-0.23977197,3.242746299,0.25173566,-1.916518142,8,4,2,1
jl0516,train_CW,25,0,12,90,1,12.3163419,0.077409601,3,15.07282838,1264,-3.709107896,-3.793222098,41.91838044,3.399067753,-2.568518696,28.41379794,1.899814448,-20.15923495,8,5,2,1
jl0516,train_CW,26,-6,10.41818182,120,1,11.94576309,-0.010296699,3,17.81253197,1569.68497,-5.870462543,-5.870462543,65.59373842,4.196203361,-5.359529966,49.50744745,3.349099559,-40.44824887,8,5,2,1
jl0516,train_CW,27,-3.109090909,11.61818182,105,1,11.86662912,-0.32882374,3,16.72190735,977.4999758,-4.468386917,-4.667777877,46.17246163,2.816787385,-3.643390438,41.81736185,2.890717149,-27.86103549,9,5,2,1
jl0516,train_CW,28,6,10.41818182,60,1,12.07500589,-0.105261743,3,12.54485762,900.9592139,-1.522688594,-1.564234059,43.1236736,5.184279631,-1.563651323,13.47753453,0.996524681,-17.58523881,9,5,2,1
jl0516,train_CW,29,3.109090909,11.61818182,75,1,12.24256372,0.167202175,3,14.33790901,904,-2.627023068,-2.957004538,47.72566155,5.752568862,-1.948572694,25.71220139,1.806589479,-36.96847734,9,5,2,1
jl0516,train_CW,30,-6,10.41818182,120,1,11.93149637,-0.198801538,3,19.4087366,1744,-5.89580353,-5.964494101,59.49519737,3.375733722,-5.465958925,57.32298855,3.419453215,-42.52799276,10,6,3,1
jl0516,train_CW,31,-3.109090909,11.61818182,105,1,12.09824513,0.043969464,3,17.08129134,980,-4.634972914,-4.700178147,49.67391532,3.242742952,-4.335864631,41.85850641,2.959147507,-37.89956029,10,6,3,1
jl0516,train_CW,32,3.109090909,11.61818182,75,1,12.17003543,-0.084241294,3,12.24007626,960,-0.009874577,-0.461150138,72.71138506,10.77387785,-0.34126026,2.646528149,0.26408611,-2.180342281,10,6,3,1
jl0516,train_CW,33,0,12,90,1,12.05844256,-0.114701155,3,15.2771699,1078.781503,-2.459635747,-3.263363698,68.24178966,8.157447263,-3.177972212,28.93220033,1.888083386,-25.22769563,11,6,3,1
jl0516,train_CW,34,6,10.41818182,60,1,12.0258593,-0.268119655,3,12.34593729,1651.325247,-1.023341087,-1.343118665,49.6288597,7.315942581,-1.225869991,11.03031509,0.825905171,-13.0839633,11,6,3,1
jl0516,train_CW,35,-6,10.41818182,120,1,11.83797213,-0.455214251,3,17.62934227,848.093123,-5.837037913,-5.84532169,67.46626621,4.459461759,-4.810980976,52.18200426,3.452354564,-30.94968979,11,7,3,1
jl0516,train_CW,36,3.109090909,11.61818182,75,1,12.21427263,-0.054840074,3,13.4388627,784,-2.391578955,-2.722032382,51.68977669,6.315139523,-2.185904456,21.21394154,1.58634233,-30.51230451,12,7,3,1
jl0516,train_CW,37,-3.109090909,11.61818182,105,1,12.23897329,-0.294896361,3,17.91417329,1044,-5.380096562,-5.467322515,59.55150828,5.364299934,-4.915999053,52.64545272,3.330325401,-31.5549908,12,7,3,1
jl0516,train_CW,38,0,12,90,1,12.12802226,-0.116096428,3,15.13921184,1120,-3.803716106,-3.993903253,52.7332542,5.247303498,-3.416299103,32.6403166,2.255742915,-47.83240154,12,7,3,1
jl0516,train_CW,39,6,10.41818182,60,1,11.99962507,-0.304880138,3,12.62058862,1948.052476,-1.053648718,-1.414467063,51.99256842,10.07040484,-0.960043407,12.42945703,0.987019621,-16.20077718,13,7,3,1
jl0516,train_CW,40,-3.109090909,11.61818182,105,1,11.9678694,-0.020580256,3,17.75265635,1280,-6.099115041,-6.141973755,51.28298767,4.500087379,-5.144815539,51.82605214,3.500322322,-67.420934,13,8,4,1
jl0516,train_CW,41,6,10.41818182,60,1,11.98267207,-0.14322495,3,12.72094728,1324,-0.616066577,-1.697410468,50.71484779,10.30168925,-0.50955277,9.026038037,0.922400511,-9.625314192,13,8,4,1
jl0516,train_CW,42,0,12,90,1,11.88923026,-0.06291537,3,14.67366519,884,-3.491826567,-3.696325302,56.78268031,5.641267486,-2.771028421,30.89531373,2.241587326,-49.30575592,14,8,4,1
jl0516,train_CW,43,3.109090909,11.61818182,75,1,12.37348723,-0.615758186,3,13.05949434,663.4927318,-1.393066679,-1.849464723,61.56454871,7.743927809,-1.393066679,15.64296312,1.174882353,-18.87290253,14,8,4,1
jl0516,train_CW,44,-6,10.41818182,120,1,11.91288454,-0.057484342,3,19.85266818,884,-6.391036958,-6.517340895,70.05507099,5.465104126,-3.916043549,58.17244033,3.885589864,-76.65545965,14,8,4,1
jl0516,train_CW,45,3.109090909,11.61818182,75,1,12.01094623,-0.23280996,3,12.45352637,818.3761342,-0.19433933,-0.549479358,72.40126418,11.93515719,-0.19433933,1.712115745,0.263666232,-2.625949629,15,9,4,1
jl0516,train_CW,46,0,12,90,1,12.11965275,0.076838052,3,15.2703367,1412.762468,-3.44486805,-3.516042873,55.35935922,5.063153507,-2.433252781,30.37923113,1.939279625,-54.40437347,15,9,4,1
jl0516,train_CW,47,6,10.41818182,60,1,12.26810327,-0.32943209,3,12.78800744,680.5178232,0.008978992,-0.527603774,57.53960119,12.07069121,-0.025382794,2.332504733,0.308110973,-0.384830437,15,9,4,1
jl0516,train_CW,48,-6,10.41818182,120,1,11.68566156,-0.801643075,3,18.94654871,960,-6.477481884,-6.477481884,62.11983315,4.059830713,-6.203589934,62.77166811,4.021153649,-43.66520084,16,9,4,1
jl0516,train_CW,49,-3.109090909,11.61818182,105,1,11.63540843,-0.260075483,3,15.11909257,960,-4.311606098,-4.311606098,59.63393023,4.250980543,-3.641387336,33.99908919,2.459067665,-27.72462608,16,9,4,1
jl0516,train_CW,50,-6,10.41818182,120,1,11.77189514,-0.638897415,3,19.05083016,1000.740908,-6.078917618,-6.101659914,68.09716162,4.779830693,-5.757562236,59.36474903,3.719453576,-38.80351461,16,10,5,1
jl0516,train_CW,51,-3.109090909,11.61818182,105,1,11.72083252,0.169990916,3,15.85403838,807.1683986,-4.384478806,-4.400457958,60.5859567,4.466572835,-3.757020528,34.06730077,2.48713037,-28.1070011,17,10,5,1
jl0516,train_CW,52,3.109090909,11.61818182,75,1,12.33940705,-0.025284108,3,13.06387128,1208.46762,-1.90271208,-1.977741339,55.55770426,5.533738298,-1.97251251,16.96258215,1.218504283,-18.63332463,17,10,5,1
jl0516,train_CW,53,0,12,90,1,12.06255357,-0.239251451,3,14.06200689,1401.543118,-2.687449891,-2.706729441,62.0807847,5.056965585,-2.704803919,23.15493379,1.595054246,-26.89491905,17,10,5,1
jl0516,train_CW,54,6,10.41818182,60,1,11.80785326,-0.08463864,3,12.60250145,1271.840195,-1.113253267,-1.14352502,37.57436308,2.795352439,-1.017347407,10.08225094,0.710223175,-10.02444177,18,10,5,1
jl0516,train_CW,55,-6,10.41818182,120,1,11.45919111,-0.446902105,3,22.59481228,1642.43113,-7.96460847,-7.96460847,56.99735496,4.043854313,-6.893098834,80.09418858,4.778967879,-40.87786788,18,11,5,1
jl0516,train_CW,56,-3.109090909,11.61818182,105,1,11.90975467,-0.313985069,3,16.23120895,1545.882655,-4.579550125,-4.579550125,57.86135451,4.237138149,-4.303635224,38.7021329,2.771247282,-34.76828266,18,11,5,1
jl0516,train_CW,57,3.109090909,11.61818182,75,1,12.11086722,-0.036844184,3,13.03965555,904,-1.944123159,-1.970342608,53.84692741,5.10679244,-1.944123159,15.84509705,1.188683394,-24.6587812,19,11,5,1
jl0516,train_CW,58,0,12,90,1,12.09191694,-0.3071133,3,14.32765572,803.4453401,-3.501264628,-3.512616933,52.7073136,4.582076265,-3.342444276,30.80107669,2.157741349,-28.29108309,19,11,5,1
jl0516,train_CW,59,6,10.41818182,60,1,12.23548069,-0.243549111,3,12.7637995,904,-0.330319129,-0.641651751,56.10326263,9.315401209,-0.330319129,5.288639792,0.469352332,-4.410467755,19,11,5,1
jl0516,train_CW,60,0,12,90,1,12.7557477,-0.172891853,3,14.67902036,853.271602,-2.469503277,-3.231172744,64.3455243,6.721694479,-2.469503277,25.22967969,1.865363373,-31.09887441,20,12,6,1
jl0516,train_CW,61,6,10.41818182,60,1,11.8826064,-0.279684352,3,12.10801887,720,-0.1119471,-0.425317292,57.89745289,11.33491327,-0.209280422,1.822168794,0.253254378,-4.360045233,20,12,6,1
jl0516,train_CW,62,3.109090909,11.61818182,75,1,11.82122892,-0.124470186,3,12.45381216,760,-1.635446361,-1.754908978,57.6386555,5.536133964,-1.562483892,13.3690358,0.977684095,-24.68638743,20,12,6,1
jl0516,train_CW,63,-3.109090909,11.61818182,105,1,11.86877374,-0.134806391,3,16.01502625,1331.620661,-4.447889242,-4.457176976,59.5197227,4.367675141,-4.207256759,38.05738165,2.70905865,-33.42626095,21,12,6,1
jl0516,train_CW,64,-6,10.41818182,120,1,11.90361941,-0.059063659,3,17.0698555,1244.392751,-5.00648882,-5.050797988,72.99341918,4.671413989,-5.00648882,42.85831998,3.008234522,-50.43056407,21,12,6,1
jl0516,train_CW,65,-6,10.41818182,120,1,11.81232077,-0.004805325,3,17.20917122,1329.858392,-4.068312354,-4.196480533,63.19034393,2.741480564,-3.862643478,34.19796445,2.231566946,-35.86614011,21,13,6,1
jl0516,train_CW,66,-3.109090909,11.61818182,105,1,12.09862492,-0.464987873,3,15.54232147,719.4310983,-3.694999933,-3.781238971,57.27022753,3.414424659,-3.131087288,33.88446931,2.152861478,-24.2013389,22,13,6,1
jl0516,train_CW,67,3.109090909,11.61818182,75,1,11.88907695,-0.559657008,3,12.62463727,740,-1.373147101,-1.389654695,58.83197982,4.766619686,-1.321946456,12.15872786,0.840968273,-12.49126875,22,13,6,1
jl0516,train_CW,68,0,12,90,1,12.07504229,-1.095844208,3,14.42035659,806.0550428,-3.318965999,-3.321405717,53.41100139,4.496887092,-3.308789531,30.85258458,2.221043939,-42.40612989,22,13,6,1
jl0516,train_CW,69,6,10.41818182,60,1,12.01106687,-0.538534487,3,12.60911601,904,-0.399281197,-1.044528752,54.02526367,9.805959449,-0.399281197,6.973994518,0.707156887,-5.250622402,23,13,6,1
jl0516,train_CW,70,-6,10.41818182,120,1,11.36085566,0.140667125,3,18.58811151,871.5061352,-6.007609315,-6.29004176,72.36194869,5.707600801,-4.806531619,52.60557631,3.554897269,-64.54047912,23,14,7,1
jl0516,train_CW,71,6,10.41818182,60,1,12.56070868,-0.325208524,3,12.76894148,419.4248025,0.392767663,0.392767663,65.47065881,4.282479197,0.392767663,2.885694153,0.226521191,5.240223387,23,14,7,1
jl0516,train_CW,72,3.109090909,11.61818182,75,1,12.00178778,-0.079735154,3,12.50804649,935.5788088,-0.807154756,-1.111696765,66.81503645,7.74711583,-0.896772446,8.657730149,0.647267266,-9.652462564,24,14,7,1
jl0516,train_CW,73,-3.109090909,11.61818182,105,1,11.81340595,-0.210815657,3,18.11985661,1144,-5.709030808,-5.725995731,53.53436591,4.558041103,-3.408106696,50.65683205,3.104294815,-68.07901211,24,14,7,1
jl0516,train_CW,74,0,12,90,1,12.32883649,-0.390643645,3,13.47211718,599.7962455,-2.390550768,-2.424252777,64.44391615,5.039757436,-2.41110072,23.08717311,1.531593095,-23.82031933,24,14,7,1
jl0516,train_CW,75,-6,10.41818182,120,1,11.55969331,0.034741903,3,15.96554861,1023.794254,-4.004961788,-4.391384763,83.14149164,5.815792719,-3.653374415,35.97399896,2.313699048,-47.93729515,25,15,7,1
jl0516,train_CW,76,3.109090909,11.61818182,75,1,12.14269345,-0.171441091,3,12.15721583,980,-0.120551369,-0.179639551,74.23414671,12.00319286,-0.076295218,1.012483487,0.103342643,-0.874583745,25,15,7,1
jl0516,train_CW,77,6,10.41818182,60,1,11.73962551,-0.191408451,3,12.15102758,504,0.737075622,0.75439292,68.7103662,4.940234413,0.75439292,4.962864504,0.362972298,8.682216593,25,15,7,1
jl0516,train_CW,78,-3.109090909,11.61818182,105,1,11.25248576,-0.497330974,3,13.63284345,763.644514,-3.192999903,-3.204321316,64.29996085,3.708889706,-3.115160509,25.97587538,1.776206357,-32.7681229,26,15,7,1
jl0516,train_CW,79,0,12,90,1,12.3774328,-0.270931897,3,13.47273274,1007.543326,-2.194699511,-2.531374419,69.98086135,6.909659965,-2.521911907,20.70503817,1.493904152,-21.11545006,26,15,7,1
jl0516,train_CW,80,3.109090909,11.61818182,75,1,12.41549374,-0.07449464,3,12.74215005,611.5908957,-1.156741373,-1.250446029,63.03597872,5.881897576,-1.246856609,10.23995002,0.706392937,-11.14151688,26,16,8,1
jl0516,train_CW,81,6,10.41818182,60,1,11.79284911,-0.645935842,3,11.84939618,524,0.057358437,-0.645935842,56.9169645,11.79284911,-0.011198964,1.861692038,0.349483912,-0.099844098,27,16,8,1
jl0516,train_CW,82,-3.109090909,11.61818182,105,1,11.26851168,-0.170963578,3,13.82584794,859.6379772,-3.575072208,-3.589436383,70.39444282,5.140154163,-3.589436383,29.0471438,2.032838138,-34.92709697,27,16,8,1
jl0516,train_CW,83,-6,10.41818182,120,1,11.62084983,-0.675173566,3,16.71086018,797.1358823,-4.75803091,-5.477607336,81.96425686,6.97470659,-4.75803091,47.26465537,3.124948179,-48.37129379,27,16,8,1
jl0516,train_CW,84,0,12,90,1,12.238354,0.282846807,3,12.5185583,426.0225525,-1.366885618,-1.525463853,65.08417339,3.240170989,-1.130038301,9.955102155,0.787852747,-11.57451631,28,16,8,1
jl0516,train_CW,85,6,10.41818182,60,1,12.23919248,-0.075768643,3,12.29857588,1060,0.603778647,0.775033541,66.60618452,6.843602542,0.772079097,6.418672095,0.475401855,6.895881132,28,17,8,1
jl0516,train_CW,86,-6,10.41818182,120,1,10.94643361,-0.656522958,3,15.71554805,594.8037698,-4.692996036,-5.746430564,77.78440108,6.305909555,-4.387047434,40.98653372,3.151470551,-50.56757772,28,17,8,1
jl0516,train_CW,87,3.109090909,11.61818182,75,1,12.0457322,-1.236689191,3,11.82536389,481,-0.312659441,-1.259798117,69.00161095,11.76575766,-0.322123738,6.266495198,0.769772782,-3.03019575,29,17,8,1
jl0516,train_CW,88,0,12,90,1,11.99720181,-0.005628586,3,12.23854915,613.0153165,-0.693995644,-0.790428891,84.35549109,7.80169907,-0.715884274,6.49964597,0.456646097,-7.964262761,29,17,8,1
jl0516,train_CW,89,-3.109090909,11.61818182,105,1,11.55388755,-0.475090696,3,13.01399085,656.619192,-2.347166171,-2.634266228,83.64466712,6.638059717,-2.441801825,20.90260575,1.483857585,-27.21274756,29,17,8,1
jl0516,train_CW,90,6,10.41818182,60,1,11.46642734,-0.102958975,3,11.33814381,365.1943498,0.900610189,0.956443922,70.01312764,5.482638989,0.954542938,7.299556132,0.57998595,8.916416233,30,18,9,1
jl0516,train_CW,91,0,12,90,1,12.04397272,-0.404029232,3,12.52228064,343.7197727,-1.923780524,-1.928501269,64.13482729,3.928955517,-1.754331249,15.38296474,1.197591618,-16.86756237,30,18,9,1
jl0516,train_CW,92,-3.109090909,11.61818182,105,1,11.32021312,-0.736867185,3,12.50228526,401.4921603,-2.80966651,-3.052240365,78.36618489,6.054116843,-3.002583653,22.50088901,1.766243348,-29.99921868,30,18,9,1
jl0516,train_CW,93,-6,10.41818182,120,1,11.25763902,0.146811078,3,15.36680706,596.5735639,-4.137184314,-4.490235778,84.4316538,6.242300339,-4.137184314,36.17122309,2.626971111,-44.02508173,31,18,9,1
jl0516,train_CW,94,3.109090909,11.61818182,75,1,12.08012692,-0.218232151,3,11.94129558,604.2995536,-0.546194056,-0.546194056,68.04692653,4.424758325,-0.517687415,5.182420669,0.380592189,-4.501847943,31,18,9,1
jl0516,train_CW,95,6,10.41818182,60,1,12.32823793,-0.033951106,3,12.23601707,254.0901574,0.565517851,0.597222686,66.48876229,5.418520494,0.595795846,5.117360826,0.360733831,5.648625022,31,19,9,1
jl0516,train_CW,96,-3.109090909,11.61818182,105,1,11.92756762,-0.671367999,3,13.53006706,625.9539755,-2.45102567,-2.729354746,83.49930087,6.821016934,-2.535030334,24.99027077,1.772866877,-28.66155979,32,19,9,1
jl0516,train_CW,97,3.109090909,11.61818182,75,1,12.52912824,-1.895291275,3,12.40699732,475.1528679,0.48916501,-1.907563586,66.38452945,12.50981485,-0.016947023,6.534765438,0.993277488,-0.125119629,32,19,9,1
jl0516,train_CW,98,0,12,90,1,11.42720266,0.434230761,3,12.03557376,660,-1.532775671,-1.550373776,68.55034377,3.909219721,-1.432564828,11.38362382,0.871433001,-15.57959385,32,19,9,1
jl0516,train_CW,99,-6,10.41818182,120,1,11.52308484,0.104648952,3,18.45637176,792.8298073,-5.574719487,-6.35057657,74.61245017,6.220072741,-4.988599057,48.93184304,3.362849771,-57.2663416,33,19,9,1
jl0516,train_CW,100,-6,10.41818182,120,1,11.47436498,0.095924369,3,16.35054223,840,-4.23429875,-5.394143693,82.47190679,6.975993603,-4.683354287,39.87335522,2.879063107,-44.43354978,33,20,10,1
jl0516,train_CW,101,6,10.41818182,60,1,12.2083944,0.462467145,3,12.19497396,408.3716283,0.242652698,1.144878997,66.41286345,10.26093008,0.19499566,6.5235134,0.791259601,2.812146975,33,20,10,1
jl0516,train_CW,102,0,12,90,1,12.03342,-0.028882004,3,14.0272192,660,-2.411935612,-2.96029446,70.37297983,8.240929352,-2.241052062,25.58802939,1.683589125,-31.02745935,34,20,10,1
jl0516,train_CW,103,-3.109090909,11.61818182,105,1,11.29440383,-1.112830944,3,13.96508155,790.8186797,-4.16197384,-4.84644573,66.17161647,5.997005207,-3.60534015,36.37050957,2.805549233,-47.60025196,34,20,10,1
jl0516,train_CW,104,3.109090909,11.61818182,75,1,11.43932657,-0.888656641,3,13.12457716,960,-1.815340775,-2.086049909,40.07865568,2.965986325,-1.682487458,12.92457582,0.946909824,-20.11048944,34,20,10,1
jl0516,train_CW,105,-3.109090909,11.61818182,105,1,11.68325536,-0.039648355,3,15.72594067,944,-4.365856512,-4.365856512,59.03824194,4.223420571,-4.345897158,35.01193168,2.578354334,-49.53930387,35,21,10,1
jl0516,train_CW,106,3.109090909,11.61818182,75,1,11.65274757,-0.836209942,3,12.75016814,362.0940352,-2.171985327,-2.216929962,40.11778796,3.200084797,-2.09047759,20.55720485,1.548054373,-21.85087914,35,21,10,1
jl0516,train_CW,107,0,12,90,1,12.11909958,-0.391065245,3,15.68900505,638.0333577,-3.715616556,-3.729383904,50.93428838,4.586927541,-3.504553324,34.01525044,2.209252653,-29.43562809,35,21,10,1
jl0516,train_CW,108,6,10.41818182,60,1,12.67367616,-0.062949119,3,13.61441473,520,-1.351982313,-1.373502258,36.75060931,3.219499977,-1.313607878,13.75502677,0.922143545,-10.56696143,36,21,10,1
jl0516,train_CW,109,-6,10.41818182,120,1,11.72158541,-0.087189386,3,19.16762669,1360.069146,-6.284902677,-6.295291416,61.7210539,3.876043468,-6.1208694,55.54447065,3.664451538,-49.76263197,36,21,10,1
jl0516,train_CW,110,0,12,90,1,11.52200504,-0.325037473,3,12.80420622,809.1620552,-2.077773704,-2.078761137,60.73125728,3.698787513,-2.013385434,17.04514437,1.223619627,-21.10434784,36,22,11,1
jl0516,train_CW,111,3.109090909,11.61818182,75,1,12.06919915,-0.101850056,3,11.96915713,375.501969,-0.237512742,-0.439433545,71.88367523,7.795889603,-0.439433545,3.400213844,0.256521206,-3.226196624,37,22,11,1
jl0516,train_CW,112,6,10.41818182,60,1,12.17124976,0.441734669,3,12.7492573,501,0.166316559,0.945571283,65.16077614,10.69304426,0.087940248,5.629933544,0.600459428,1.314252971,37,22,11,1
jl0516,train_CW,113,-6,10.41818182,120,1,11.94281825,0.066076521,3,18.69665061,1078.893903,-5.782773052,-6.225439067,74.73217206,6.146805978,-4.658802647,54.29854555,3.458553274,-59.33136789,37,22,11,1
